organism,count
"gi|1384992359|ref|NR_156135.1| Nocardioides cavernae strain YIM A1136 16S ribosomal RNA, partial sequence",1
"gi|444439665|ref|NR_074980.1| Veillonella parvula DSM 2008 16S ribosomal RNA, partial sequence",1
"gi|631251833|ref|NR_113031.1| Veillonella parvula strain JCM 12972 16S ribosomal RNA, partial sequence",1
"gi|1679775917|ref|NR_163639.1| Veillonella infantium strain T11011-4 16S ribosomal RNA, partial sequence",1
"gi|2363084782|ref|NR_180639.1| Flavihumibacter soli strain R14 16S ribosomal RNA, partial sequence",1
"gi|343200574|ref|NR_041261.1| Silvimonas terrae strain KM-45 16S ribosomal RNA, partial sequence",1
"gi|2221405534|ref|NR_175567.1| Sphingomonas paeninsulae strain YZ-8 16S ribosomal RNA, partial sequence",1
"gi|1864207111|ref|NR_169405.1| Amniculibacterium aquaticum strain KYPW7 16S ribosomal RNA, partial sequence",1
"gi|343200318|ref|NR_041005.1| Lysobacter gummosus strain KCTC 12132 16S ribosomal RNA, partial sequence",1
"gi|631251366|ref|NR_112563.1| Lysobacter ginsengisoli strain Gsoil 357 16S ribosomal RNA, partial sequence",1
"gi|343198984|ref|NR_044250.1| Lysobacter capsici strain YC5194 16S ribosomal RNA, partial sequence",1
"gi|265678498|ref|NR_028801.1| Pseudomonas indica strain IMT37 16S ribosomal RNA, partial sequence",1
"gi|645321761|ref|NR_118652.1| Peptostreptococcus anaerobius strain ATCC 27337 16S ribosomal RNA, partial sequence",1
"gi|2363085137|ref|NR_180817.1| Peptostreptococcus porci strain WCA-SAB-591-4A-A 16S ribosomal RNA, partial sequence",1
"gi|566085320|ref|NR_109319.1| Pseudoduganella lurida strain D5 16S ribosomal RNA, partial sequence",1
"gi|310975092|ref|NR_036956.1| Staphylococcus hominis strain DM 122 16S ribosomal RNA, partial sequence",1
"gi|2363086019|ref|NR_181262.1| Staphylococcus caledonicus strain H8/1 16S ribosomal RNA, partial sequence",1
"gi|2363085989|ref|NR_181247.1| Staphylococcus borealis strain 51-48 16S ribosomal RNA, partial sequence",1
"gi|645320687|ref|NR_117834.1| Terriglobus saanensis SP1PR4 16S ribosomal RNA, partial sequence",1
"gi|2363086152|ref|NR_181328.1| Microvirga pudoricolor strain BT291 16S ribosomal RNA, partial sequence",1
"gi|2136551668|ref|NR_173673.1| Salaquimonas pukyongi strain RR3-28 16S ribosomal RNA, partial sequence",1
"gi|631250992|ref|NR_112189.1| Deinococcus aetherius strain ST0316 16S ribosomal RNA, partial sequence",1
"gi|1033657175|ref|NR_137265.1| Deinococcus metallilatus strain MA1002 16S ribosomal RNA, partial sequence",1
"gi|2363081280|ref|NR_178884.1| Deinococcus planocerae strain XY-FW106 16S ribosomal RNA, partial sequence",1
"gi|559795245|ref|NR_104835.1| Rhodoferax antarcticus ANT.BR 16S ribosomal RNA, partial sequence",1
"gi|1269807397|ref|NR_074716.2| Sanguibacter keddieii strain DSM 10542 16S ribosomal RNA, complete sequence",1
"gi|343205829|ref|NR_044275.1| Rubellimicrobium mesophilum strain MSL-20 16S ribosomal RNA, partial sequence",1
"gi|645320161|ref|NR_117433.1| Rubellimicrobium roseum strain YIM 48858 16S ribosomal RNA, partial sequence",1
"gi|1779814918|ref|NR_164992.1| Rubellimicrobium rubrum strain YIM 131921 16S ribosomal RNA, partial sequence",1
"gi|219857517|ref|NR_025105.1| Pseudoxanthomonas mexicana strain AMX 26B 16S ribosomal RNA, partial sequence",1
"gi|566085326|ref|NR_109325.1| Luteimonas cucumeris strain Y4 16S ribosomal RNA, partial sequence",1
"gi|1397641853|ref|NR_156963.1| Cloacibacterium caeni strain B6 16S ribosomal RNA, partial sequence",1
"gi|631253076|ref|NR_114274.1| Cloacibacterium rupense strain NBRC 104931 16S ribosomal RNA, partial sequence",1
"gi|959494846|ref|NR_133723.1| Chryseobacterium arachidis strain 91A-593 16S ribosomal RNA, partial sequence",1
"gi|2363086272|ref|NR_181388.1| Ligaoa zhengdingensis strain NSJ-31 16S ribosomal RNA, partial sequence",1
"gi|343202280|ref|NR_042566.1| Nocardia acidivorans strain GW4-1778 16S ribosomal RNA, partial sequence",1
"gi|2363081800|ref|NR_179146.1| Pseudonocardia mangrovi strain SMC 195 16S ribosomal RNA, partial sequence",1
"gi|2363086186|ref|NR_181345.1| Limosilactobacillus agrestis strain WF-MT5-A 16S ribosomal RNA, partial sequence",1
"gi|2363086184|ref|NR_181344.1| Limosilactobacillus balticus strain BG-AF3-A 16S ribosomal RNA, partial sequence",1
"gi|444439721|ref|NR_075036.1| Limosilactobacillus reuteri subsp. reuteri strain DSM 20016 16S ribosomal RNA, partial sequence",1
"gi|1199303386|ref|NR_147737.1| Occallatibacter savannae strain A2-1c 16S ribosomal RNA, partial sequence",1
"gi|1909404473|ref|NR_170528.1| Pandoraea nosoerga strain LMG 31109 16S ribosomal RNA, partial sequence",1
"gi|1445136062|ref|NR_158102.1| Longimonas haloalkaliphila strain BSker3 16S ribosomal RNA, partial sequence",1
"gi|631252098|ref|NR_113296.1| Desulfovibrio simplex strain JCM 16812 16S ribosomal RNA, partial sequence",1
"gi|343199079|ref|NR_044507.1| Lactobacillus taiwanensis strain BCRC 17755 16S ribosomal RNA, partial sequence",1
"gi|1269801497|ref|NR_075051.2| Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence",1
"gi|343198491|ref|NR_041920.1| Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, partial sequence",1
"gi|2296162961|ref|NR_177910.1| Pycnacronema conicum isolate A 16S ribosomal RNA, partial sequence",1
"gi|2363085605|ref|NR_181055.1| Limnohabitans radicicola strain JUR4 16S ribosomal RNA, partial sequence",1
"gi|645320416|ref|NR_117627.1| Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824 16S ribosomal RNA, partial sequence",1
"gi|444439556|ref|NR_074871.1| Pseudodesulfovibrio aespoeensis strain Aspo-2 16S ribosomal RNA, partial sequence",1
"gi|265678999|ref|NR_029307.1| Pseudodesulfovibrio aespoeensis strain Aspo-2 16S ribosomal RNA, partial sequence",1
"gi|2363083538|ref|NR_180017.1| Hanamia caeni strain BO-59 16S ribosomal RNA, partial sequence",1
"gi|566085457|ref|NR_109509.1| Chitinophaga cymbidii strain R156-2 16S ribosomal RNA, partial sequence",1
"gi|1491514587|ref|NR_159195.1| Pseudofrankia asymbiotica strain NRRL B-16386 16S ribosomal RNA, partial sequence",1
"gi|1240411850|ref|NR_149181.1| Pseudofrankia inefficax strain EuI1c 16S ribosomal RNA, partial sequence",1
"gi|343202834|ref|NR_043319.1| Alistipes shahii WAL 8301 16S ribosomal RNA, partial sequence",1
"gi|2363086959|ref|NR_181736.1| Alistipes montrealensis strain kh20 16S ribosomal RNA, partial sequence",1
"gi|645320381|ref|NR_117599.1| Archangium disciforme strain DSM 52716 16S ribosomal RNA, partial sequence",1
"gi|1811131489|ref|NR_165671.1| Salicibibacter halophilus strain NKC3-5 16S ribosomal RNA, complete sequence",1
"gi|1811131483|ref|NR_165665.1| Salicibibacter kimchii strain NKC1-1 16S ribosomal RNA, complete sequence",1
"gi|343200315|ref|NR_041002.1| Pleomorphomonas oryzae strain F-7 16S ribosomal RNA, partial sequence",1
"gi|566085515|ref|NR_109585.1| Pleomorphomonas diazotrophica strain R5-392 16S ribosomal RNA, partial sequence",1
"gi|631252858|ref|NR_114056.1| Pleomorphomonas oryzae strain NBRC 102288 16S ribosomal RNA, partial sequence",1
"gi|219846240|ref|NR_025830.1| Rhodospirillum centenum strain IAM 14193 16S ribosomal RNA, partial sequence",1
"gi|2363082121|ref|NR_179307.1| Sandarakinorhabdus rubra strain MO-4 16S ribosomal RNA, partial sequence",1
"gi|343201692|ref|NR_042418.1| Tepidimonas thermarum strain AA-1 16S ribosomal RNA, partial sequence",1
"gi|343200216|ref|NR_040903.1| Macromonas bipunctata strain IAM 14880 16S ribosomal RNA, partial sequence",1
"gi|1237076873|ref|NR_145944.2| Novosphingobium endophyticum strain EGI 60015 16S ribosomal RNA, partial sequence",1
"gi|961555137|ref|NR_134105.1| Novosphingobium chloroacetimidivorans strain BUT-14 16S ribosomal RNA, partial sequence",1
"gi|219857521|ref|NR_025109.1| Geobacillus subterraneus strain 34 16S ribosomal RNA, partial sequence",1
"gi|918024596|ref|NR_132400.1| Geobacillus subterraneus subsp. aromaticivorans strain Ge1 16S ribosomal RNA, partial sequence",1
"gi|343201470|ref|NR_042196.1| Liquorilactobacillus vini strain Mont 4 16S ribosomal RNA, partial sequence",1
"gi|2221405199|ref|NR_175426.1| Rhodoferax aquaticus strain personal::Gr-4 16S ribosomal RNA, partial sequence",1
"gi|2363082336|ref|NR_179415.1| Niameybacter massiliensis strain Mt14 16S ribosomal RNA, partial sequence",1
"gi|1269801505|ref|NR_074997.2| Leuconostoc gasicomitatum strain TB 1-10 16S ribosomal RNA, complete sequence",1
"gi|343201782|ref|NR_042508.1| Planosporangium flavigriseum strain YIM 46034 16S ribosomal RNA, partial sequence",1
"gi|2136551504|ref|NR_173507.1| Bailinhaonella thermotolerans strain YIM 75507 16S ribosomal RNA, partial sequence",1
"gi|1024974844|ref|NR_136827.1| Thermomonospora amylolytica strain YIM 77502 16S ribosomal RNA, partial sequence",1
"gi|2363083573|ref|NR_180034.1| Halobacteriovorax vibrionivorans strain BL9 16S ribosomal RNA, partial sequence",1
"gi|1269785425|ref|NR_116361.2| Bradyrhizobium rifense strain CTAW71 16S ribosomal RNA, complete sequence",1
"gi|631253110|ref|NR_114308.1| Brevundimonas abyssalis TAR-001 16S ribosomal RNA, partial sequence",1
"gi|1040567069|ref|NR_137418.1| Methylocapsa palsarum strain NE2 16S ribosomal RNA, partial sequence",1
"gi|1811131531|ref|NR_165713.1| Mesorhizobium denitrificans strain LA-28 16S ribosomal RNA, partial sequence",1
"gi|1397641882|ref|NR_156992.1| Caulobacter rhizosphaerae strain 7F14 16S ribosomal RNA, partial sequence",1
"gi|310975128|ref|NR_036992.1| Legionella jordanis strain BL-540 16S ribosomal RNA, partial sequence",1
"gi|645322216|ref|NR_119018.1| Legionella jordanis strain ATCC 33623 16S ribosomal RNA, partial sequence",1
"gi|1953646632|ref|NR_171472.1| Microbacterium halophytorum strain YJYP 303 16S ribosomal RNA, complete sequence",1
"gi|631250918|ref|NR_112115.1| Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446 strain ATCC 27009 16S ribosomal RNA, partial sequence",1
"gi|343200145|ref|NR_040832.1| Acetobacter lovaniensis strain NBRC 13753 16S ribosomal RNA, partial sequence",1
"gi|2363086651|ref|NR_181582.1| Microbacterium luteum strain A18JL200 16S ribosomal RNA, partial sequence",1
"gi|1269801285|ref|NR_112042.2| Microbacterium aurantiacum strain kitami C2 16S ribosomal RNA, complete sequence >gi|1269859155|ref|NR_037048.2| Microbacterium aurantiacum strain kitami C2 16S ribosomal RNA, complete sequence",1
"gi|2363086655|ref|NR_181584.1| Microbacterium atlanticum strain WY121 16S ribosomal RNA, partial sequence",1
"gi|566085050|ref|NR_108636.1| Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence",1
"gi|2363086504|ref|NR_181506.1| Sneathiella sedimenti strain CAU 1612 16S ribosomal RNA, partial sequence",1
"gi|2363080609|ref|NR_178546.1| Magnetofaba australis IT-1 16S ribosomal RNA, partial sequence",1
"gi|2363085294|ref|NR_180895.1| Massilia mucilaginosa strain CCM 8733 16S ribosomal RNA, partial sequence",1
"gi|2363085292|ref|NR_180894.1| Massilia aquatica strain CCM 8693 16S ribosomal RNA, partial sequence",1
"gi|265678668|ref|NR_028973.1| Paracidovorax valerianellae strain CFBP 4730 16S ribosomal RNA, partial sequence",1
"gi|343200210|ref|NR_040897.1| Giesbergeria giesbergeri strain IAM 14949 16S ribosomal RNA, partial sequence",1
"gi|2363087287|ref|NR_181899.1| Chromobacterium alticapitis strain MWU14-2602 16S ribosomal RNA, partial sequence",1
"gi|2363081272|ref|NR_178880.1| Microcella flavibacter strain WY83 16S ribosomal RNA, partial sequence",1
"gi|2136551674|ref|NR_173679.1| Microcella pacifica strain KN1116 16S ribosomal RNA, partial sequence",1
"gi|645319786|ref|NR_117152.1| Thermus filiformis strain DSM 4687 16S ribosomal RNA, partial sequence",1
"gi|636560647|ref|NR_116707.1| Desulfosoma caldarium strain USBA-053 16S ribosomal RNA, partial sequence",1
"gi|343201615|ref|NR_042341.1| Byssovorax cruenta strain By c2 16S ribosomal RNA, partial sequence",1
"gi|1441204345|ref|NR_157760.1| Marinobacter aquaticus strain M6-53 16S ribosomal RNA, partial sequence",1
"gi|265678412|ref|NR_028714.1| Acidovorax delafieldii strain 133 16S ribosomal RNA, partial sequence",1
"gi|636560680|ref|NR_116740.1| Acidovorax soli strain BL21 16S ribosomal RNA, partial sequence",1
"gi|265678859|ref|NR_029165.1| Mycoplasmoides pirum strain 70-159 16S ribosomal RNA, partial sequence",1
"gi|343202928|ref|NR_043422.1| Pseudomonas mucidolens strain IAM 12406 16S ribosomal RNA, partial sequence",1
"gi|2363086326|ref|NR_181415.1| Massilia soli strain R798 16S ribosomal RNA, partial sequence",1
"gi|645321926|ref|NR_118790.1| Novosphingobium subterraneum strain SMCC B0478 16S ribosomal RNA, partial sequence",1
"gi|636559013|ref|NR_115070.1| Granulicella aggregans strain TPB6028 16S ribosomal RNA, partial sequence",1
"gi|1491514572|ref|NR_159181.1| Quisquiliibacterium transsilvanicum strain CGI-09 16S ribosomal RNA, partial sequence",1
"gi|2363080077|ref|NR_178255.1| Fusimonas intestini strain AJ110941 16S ribosomal RNA, partial sequence",1
"gi|559795290|ref|NR_104881.1| Syntrophomonas bryantii strain CuCal 16S ribosomal RNA, partial sequence",1
"gi|1199303397|ref|NR_147748.1| Edaphobacter dinghuensis strain DHF9 16S ribosomal RNA, partial sequence",1
"gi|636558503|ref|NR_114560.1| Methylophilus leisingeri strain DM11 16S ribosomal RNA, partial sequence",1
"gi|343200946|ref|NR_041633.1| Ilumatobacter fluminis YM22-133 16S ribosomal RNA, partial sequence",1
"gi|566085538|ref|NR_109607.1| Diaminobutyricimonas aerilata strain 6408J-67 16S ribosomal RNA, partial sequence",1
"gi|343198690|ref|NR_043287.1| Lactobacillus amylovorus DSM 20531 16S ribosomal RNA, partial sequence",1
"gi|1397641732|ref|NR_156841.1| Paenibacillus aceris strain KUDC4121 16S ribosomal RNA, partial sequence",1
"gi|1491522534|ref|NR_159341.1| Heyndrickxia camelliae strain 7578-1 16S ribosomal RNA, partial sequence",1
"gi|1397641837|ref|NR_156947.1| Pseudonocardia profundimaris strain GY0556 16S ribosomal RNA, partial sequence",1
"gi|559795107|ref|NR_104693.1| Knoellia remsis strain 3-M5-R-4 16S ribosomal RNA, partial sequence",1
"gi|566084928|ref|NR_108472.1| Pedococcus badiiscoriae strain Sco-B23 16S ribosomal RNA, partial sequence",1
"gi|636560844|ref|NR_116904.1| Pseudomonas benzenivorans strain DSM 8628 16S ribosomal RNA, partial sequence",1
"gi|1864207135|ref|NR_169429.1| Pseudomonas piscis strain CMAA1215 16S ribosomal RNA, partial sequence",1
"gi|548532678|ref|NR_104278.1| Pseudomonas parafulva NBRC 16636 = DSM 17004 strain AJ 2129 16S ribosomal RNA, partial sequence >gi|548532708|ref|NR_104280.1| Pseudomonas fulva strain NRIC 0180 16S ribosomal RNA, partial sequence",1
"gi|444303958|ref|NR_074381.1| Truepera radiovictrix DSM 17093 strain RQ-24 16S ribosomal RNA, partial sequence",1
"gi|343198717|ref|NR_043482.1| Truepera radiovictrix DSM 17093 strain RQ-24 16S ribosomal RNA, partial sequence",1
"gi|2363083241|ref|NR_179869.1| Nocardia zhihengii strain YIM TG2190 16S ribosomal RNA, partial sequence",1
"gi|2363087405|ref|NR_181959.1| Snodgrassella communis strain LMG 28360 16S ribosomal RNA, partial sequence",1
"gi|1018196581|ref|NR_136460.1| Paradevosia tibetensis strain fig4 16S ribosomal RNA, partial sequence",1
"gi|2363084695|ref|NR_180596.1| Devosia sediminis strain MSA67 16S ribosomal RNA, partial sequence",1
"gi|343202755|ref|NR_043193.1| Phyllobacterium trifolii strain PETP02 16S ribosomal RNA, partial sequence",1
"gi|2363081367|ref|NR_178928.1| Mesobacillus harenae strain Y40 16S ribosomal RNA, complete sequence",1
"gi|566084948|ref|NR_108491.1| Cytobacillus gottheilii strain WCC 4585 16S ribosomal RNA, partial sequence",1
"gi|1397641799|ref|NR_156908.1| Mesobacillus zeae strain JJ-247 16S ribosomal RNA, partial sequence",1
"gi|1909404447|ref|NR_170502.1| Periweissella cryptocerci strain 26KH-42 16S ribosomal RNA, complete sequence",1
"gi|1179766730|ref|NR_146680.1| Abyssicoccus albus strain LIPI11-2-Ac043 16S ribosomal RNA, partial sequence",1
"gi|2363084982|ref|NR_180739.1| Adhaeribacter soli strain MA2 16S ribosomal RNA, partial sequence",1
"gi|2363086468|ref|NR_181488.1| Mongoliitalea daihaiensis strain X100-76 16S ribosomal RNA, partial sequence",1
"gi|2363083044|ref|NR_179770.1| Marinifilum breve strain JC075 16S ribosomal RNA, complete sequence",1
"gi|1441204313|ref|NR_157728.1| Bacillus paranthracis strain MCCC 1A00395 16S ribosomal RNA, partial sequence",1
"gi|1864207040|ref|NR_169334.1| Ectopseudomonas khazarica strain TBZ2 16S ribosomal RNA, partial sequence",1
"gi|1491522541|ref|NR_159348.1| Marinobacterium aestuarii strain ST58-10 16S ribosomal RNA, complete sequence",1
"gi|1909404422|ref|NR_170476.1| Pseudidiomarina gelatinasegens strain R04H25 16S ribosomal RNA, complete sequence",1
"gi|1150406772|ref|NR_146026.1| Tellurimicrobium multivorans strain Ac_18_E7 16S ribosomal RNA, partial sequence",1
"gi|1150406768|ref|NR_146022.1| Stenotrophobacter roseus strain Ac_15_C4 16S ribosomal RNA, partial sequence",1
"gi|1150406767|ref|NR_146021.1| Stenotrophobacter namibiensis strain Ac_17_F2 16S ribosomal RNA, partial sequence",1
"gi|959494936|ref|NR_133798.1| Noviherbaspirillum suwonense strain 5410S-62 16S ribosomal RNA, partial sequence",1
"gi|219846812|ref|NR_026404.1| Apilactobacillus kunkeei strain YH-15 16S ribosomal RNA, partial sequence",1
"gi|631251633|ref|NR_112831.1| Streptococcus dentapri strain NUM 1529 16S ribosomal RNA, partial sequence",1
"gi|219857123|ref|NR_024751.1| Pseudothermotoga thermarum DSM 5069 16S ribosomal RNA, partial sequence",1
"gi|1779814906|ref|NR_164981.1| Ottowia flava strain GY511 16S ribosomal RNA, partial sequence",1
"gi|265678482|ref|NR_028785.1| [Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence",1
"gi|631250855|ref|NR_112051.1| [Clostridium] scindens strain JCM 6567 16S ribosomal RNA, partial sequence",1
"gi|645322565|ref|NR_119285.1| [Clostridium] scindens strain DSM 5676 16S ribosomal RNA, partial sequence",1
"gi|219857346|ref|NR_024934.1| Hylemonella gracilis ATCC 19624 16S ribosomal RNA, partial sequence",1
"gi|2363082555|ref|NR_179524.1| Mycobacterium numidiamassiliense strain AB215 16S ribosomal RNA, partial sequence",1
"gi|2363080549|ref|NR_178515.1| Streptococcus ilei strain I-G2 16S ribosomal RNA, partial sequence",1
"gi|559795207|ref|NR_104796.1| Pseudonocardia aurantiaca strain Y-14860 16S ribosomal RNA, partial sequence",1
"gi|2363083345|ref|NR_179921.1| Kribbella turkmenica strain 16K104 16S ribosomal RNA, partial sequence",1
"gi|1909404482|ref|NR_170537.1| Duganella qianjiadongensis strain CY13W 16S ribosomal RNA, partial sequence",1
"gi|358331480|ref|NR_042517.2| Epilithonimonas hominis strain NF802 16S ribosomal RNA, partial sequence",1
"gi|2363080587|ref|NR_178534.1| Epilithonimonas vandammei strain F5649 16S ribosomal RNA, partial sequence",1
"gi|2363083505|ref|NR_180001.1| Chryseobacterium pennae strain 1_F178 16S ribosomal RNA, partial sequence",1
