organism,count
"gi|1864207115|ref|NR_169409.1| Rheinheimera riviphila strain KYPC3 16S ribosomal RNA, partial sequence",1
"gi|1040566990|ref|NR_137339.1| Rheinheimera mesophila strain IITR-13 16S ribosomal RNA, partial sequence",1
"gi|2363081891|ref|NR_179191.1| Tepidimonas arfidensis strain JCM 13232 16S ribosomal RNA, partial sequence",1
"gi|566085463|ref|NR_109514.1| Tepidimonas fonticaldi strain AT-A2 16S ribosomal RNA, partial sequence",1
"gi|219846165|ref|NR_025755.1| Tepidimonas aquatica strain CLN-1 16S ribosomal RNA, partial sequence",1
"gi|1240411875|ref|NR_149206.1| Enterovirga rhinocerotis strain YIM 100770 16S ribosomal RNA, partial sequence",1
"gi|343200114|ref|NR_040801.1| [Pseudomonas] boreopolis strain ATCC 33662 16S ribosomal RNA, partial sequence",1
"gi|343198800|ref|NR_043709.1| Geoalkalibacter ferrihydriticus strain Z-0531 16S ribosomal RNA, partial sequence",1
"gi|1277396341|ref|NR_152052.1| Anaerosporomusa subterranea strain RU4 16S ribosomal RNA, partial sequence",1
"gi|645321826|ref|NR_118702.1| Spiroplasma taiwanense CT-1 16S ribosomal RNA, partial sequence",1
"gi|645321785|ref|NR_118670.1| Eubacterium ventriosum strain ATCC 27560 16S ribosomal RNA, partial sequence",1
"gi|2363086308|ref|NR_181406.1| Diplocloster modestus strain ASD4241 16S ribosomal RNA, complete sequence",1
"gi|1520188717|ref|NR_159922.1| Acidimangrovimonas pyrenivorans strain PrR001 16S ribosomal RNA, partial sequence",1
"gi|659364590|ref|NR_121706.1| Paracoccus aminophilus strain DM-15 16S ribosomal RNA, partial sequence",1
"gi|2363080733|ref|NR_178608.1| Plastorhodobacter daqingensis strain DQW12E81-30 16S ribosomal RNA, partial sequence",1
"gi|219878381|ref|NR_025520.1| Mammaliicoccus sciuri strain DSM 20345 16S ribosomal RNA, partial sequence",1
"gi|645320194|ref|NR_117457.1| Acetobacter ascendens strain LMG 1591 16S ribosomal RNA, partial sequence",1
"gi|2962412233|ref|NR_199427.1| Bacteriovorax antarcticus strain PP10 16S ribosomal RNA, partial sequence",1
"gi|631252007|ref|NR_113205.1| Desulfomicrobium orale strain JCM 17150 16S ribosomal RNA, partial sequence",1
"gi|444303874|ref|NR_074296.1| Chloracidobacterium thermophilum strain B 16S ribosomal RNA, partial sequence",1
"gi|1146059183|ref|NR_145915.1| Streptobacillus notomytis strain AHL 370-1 16S ribosomal RNA, partial sequence",1
"gi|1230874703|ref|NR_148864.1| Streptobacillus ratti strain OGS16 16S ribosomal RNA, partial sequence",1
"gi|2180566479|ref|NR_174319.1| Streptobacillus canis strain IHIT1603-19 16S ribosomal RNA, partial sequence",1
"gi|343199061|ref|NR_044459.1| Desulfonatronospira thiodismutans ASO3-1 16S ribosomal RNA, partial sequence",1
"gi|1384992346|ref|NR_156095.1| Desulfonatronospira sulfatiphila strain ASO3-2 16S ribosomal RNA, partial sequence",1
"gi|1397641795|ref|NR_156904.1| Paraliobacillus sediminis strain 126C4 16S ribosomal RNA, partial sequence",1
"gi|1116030261|ref|NR_144719.1| Bacillus testis strain SIT10 16S ribosomal RNA, partial sequence",1
"gi|2363082603|ref|NR_179548.1| Coprococcus phoceensis strain Marseille-P3062 16S ribosomal RNA, partial sequence",1
"gi|2363082589|ref|NR_179541.1| Leptotrichia massiliensis strain Marseille-P3007 16S ribosomal RNA, partial sequence",1
"gi|444439475|ref|NR_074790.1| Nitrosococcus halophilus strain Nc 4 16S ribosomal RNA, partial sequence",1
"gi|470467276|ref|NR_074165.1| Clostridium kluyveri DSM 555 16S ribosomal RNA, partial sequence",1
"gi|645319572|ref|NR_116969.1| Singulisphaera rosea strain S26 16S ribosomal RNA, partial sequence",1
"gi|265678587|ref|NR_028892.1| Isosphaera pallida strain IS1B 16S ribosomal RNA, partial sequence",1
"gi|507148038|ref|NR_102845.1| Paraburkholderia phytofirmans PsJN 16S ribosomal RNA, partial sequence",1
"gi|636559289|ref|NR_115346.1| Paraburkholderia phytofirmans PsJN 16S ribosomal RNA, partial sequence",1
"gi|2363082795|ref|NR_179646.1| Megasphaera vaginalis (ex Bordigoni et al. 2020) strain Marseille-P4857 16S ribosomal RNA, partial sequence",1
"gi|219857641|ref|NR_025230.1| Megasphaera micronuciformis strain AIP 412.00 16S ribosomal RNA, partial sequence",1
"gi|1116030268|ref|NR_144726.1| Kallipyga gabonensis strain GM4 16S ribosomal RNA, partial sequence",1
"gi|343202403|ref|NR_042689.1| Streptomyces specialis strain GW41-1564 16S ribosomal RNA, partial sequence",1
"gi|219878244|ref|NR_025383.1| Amycolatopsis albidoflavus strain IMSNU 22139 16S ribosomal RNA, partial sequence",1
"gi|645320727|ref|NR_117864.1| Thiobacillus thioparus strain THI 111 16S ribosomal RNA, partial sequence",1
"gi|265678783|ref|NR_029088.1| Thermovibrio ammonificans HB-1 16S ribosomal RNA, partial sequence",1
"gi|1230874604|ref|NR_148764.1| Pseudomonas weihenstephanensis strain DSM 29166 16S ribosomal RNA, partial sequence",1
"gi|2962412318|ref|NR_199513.1| Pseudomonas citrulli strain K18 16S ribosomal RNA, complete sequence",1
"gi|2363086204|ref|NR_181354.1| Pseudomonas bijieensis strain L22-9 16S ribosomal RNA, complete sequence",1
"gi|1315204026|ref|NR_152695.1| Akkermansia glycaniphila strain Pyt 16S ribosomal RNA, partial sequence",1
"gi|343198679|ref|NR_043257.1| Cellulomonas terrae strain DB5 16S ribosomal RNA, partial sequence",1
"gi|545589081|ref|NR_044701.2| Companilactobacillus alimentarius strain DSM 20249 16S ribosomal RNA, partial sequence",1
"gi|636558403|ref|NR_114459.1| Streptacidiphilus neutrinimicus strain JL 206 16S ribosomal RNA, partial sequence",1
"gi|2363085738|ref|NR_181121.1| Kushneria phosphatilytica strain YCWA18 16S ribosomal RNA, partial sequence",1
"gi|1811131551|ref|NR_165733.1| Rhizobium deserti strain SPY-1 16S ribosomal RNA, partial sequence",1
"gi|2136551594|ref|NR_173597.1| Anaerotalea alkaliphila strain F-3ap 16S ribosomal RNA, partial sequence",1
"gi|636560525|ref|NR_116585.1| Aeromonas taiwanensis strain A2-50 16S ribosomal RNA, partial sequence",1
"gi|636560524|ref|NR_116584.1| Aeromonas sanarellii strain A2-67 16S ribosomal RNA, partial sequence",1
"gi|645322138|ref|NR_118955.1| Cytobacillus firmus strain NCIMB 9366 16S ribosomal RNA, partial sequence",1
"gi|645322144|ref|NR_118959.1| Bacillus licheniformis strain NCDO 1772 16S ribosomal RNA, partial sequence",1
"gi|2363087273|ref|NR_181892.1| Staphylococcus ratti strain CCM 9025 16S ribosomal RNA, partial sequence",1
"gi|1227086036|ref|NR_148582.1| Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",1
"gi|485099117|ref|NR_102513.1| Thermoclostridium stercorarium strain DSM 8532 16S ribosomal RNA, partial sequence",1
"gi|636558742|ref|NR_114799.1| Thermoclostridium stercorarium strain DSM 8532 16S ribosomal RNA, partial sequence",1
"gi|1199303361|ref|NR_147712.1| Massilia putida strain 6NM-7 16S ribosomal RNA, partial sequence",1
"gi|2363083915|ref|NR_180206.1| Sphingomonas gilva strain ZDH117 16S ribosomal RNA, partial sequence",1
"gi|343200240|ref|NR_040927.1| Sphingosinicella microcystinivorans strain Y2 16S ribosomal RNA, partial sequence",1
"gi|1230874630|ref|NR_148791.1| Brevundimonas albigilva strain NHI-13 16S ribosomal RNA, partial sequence",1
"gi|1779814876|ref|NR_164951.1| Neisseria chenwenguii strain 10023 16S ribosomal RNA, partial sequence",1
"gi|343205279|ref|NR_043879.1| Herbiconiux ginsengi strain wged11 16S ribosomal RNA, partial sequence",1
"gi|1679775898|ref|NR_163620.1| Amnibacterium endophyticum strain 1T4Z-3 16S ribosomal RNA, partial sequence",1
"gi|636560655|ref|NR_116715.1| Amnibacterium kyonggiense strain KSL51201-037 16S ribosomal RNA, partial sequence",1
"gi|631251553|ref|NR_112750.1| Paenochrobactrum glaciei strain Pi 26 16S ribosomal RNA, partial sequence",1
"gi|343201691|ref|NR_042417.1| Brucella oryzae strain MTCC 4195 16S ribosomal RNA, partial sequence",1
"gi|1269801491|ref|NR_102493.2| Klebsiella aerogenes KCTC 2190 16S ribosomal RNA, complete sequence",1
"gi|645320489|ref|NR_117683.1| Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence",1
"gi|636559655|ref|NR_115715.1| Pseudomonas fluorescens strain CCM 2115 16S ribosomal RNA, partial sequence",1
"gi|636558420|ref|NR_114476.1| Pseudomonas fluorescens strain ATCC 13525 16S ribosomal RNA, partial sequence",1
"gi|219857278|ref|NR_024909.1| Pseudomonas orientalis strain CFML 96-170 16S ribosomal RNA, partial sequence",1
"gi|2363081393|ref|NR_178943.1| Lysobacter tongrenensis strain YS-37 16S ribosomal RNA, partial sequence",1
"gi|1953646638|ref|NR_171474.1| Cognatilysobacter tabacisoli strain C8-1 16S ribosomal RNA, partial sequence",1
"gi|1227086168|ref|NR_148645.1| Aetherobacter rufus strain SBSr003 16S ribosomal RNA, partial sequence",1
"gi|265678827|ref|NR_029132.1| Brevibacillus reuszeri strain 39 16S ribosomal RNA, partial sequence",1
"gi|559795107|ref|NR_104693.1| Knoellia remsis strain 3-M5-R-4 16S ribosomal RNA, partial sequence",1
"gi|645322334|ref|NR_119110.1| Desulfoscipio geothermicus DSM 3669 16S ribosomal RNA, partial sequence",1
"gi|444439518|ref|NR_074833.1| Pseudothermotoga thermarum DSM 5069 16S ribosomal RNA, partial sequence",1
"gi|631251008|ref|NR_112205.1| Xanthobacter polyaromaticivorans strain 127W 16S ribosomal RNA, partial sequence",1
"gi|2136551624|ref|NR_173628.1| Thiospirillum jenense strain DSM 216 16S ribosomal RNA, partial sequence",1
"gi|1445135960|ref|NR_157999.1| Dyella mobilis strain DHON07 16S ribosomal RNA, partial sequence",1
"gi|1315204029|ref|NR_152698.1| Dyella humi strain DHG40 16S ribosomal RNA, partial sequence",1
"gi|631252124|ref|NR_113322.1| Rhodoligotrophos appendicifer strain ATCC BAA-2115 16S ribosomal RNA, partial sequence",1
"gi|2136551688|ref|NR_173693.1| Olsenella phocaeensis strain Marseille-P2936 16S ribosomal RNA, partial sequence",1
"gi|2136551685|ref|NR_173690.1| Thermophilibacter provencensis strain Marseille-P2912 16S ribosomal RNA, partial sequence",1
"gi|2363082519|ref|NR_179506.1| Olsenella timonensis strain Marseille-P2300 16S ribosomal RNA, partial sequence",1
"gi|1779814833|ref|NR_164908.1| Streptomyces carminius strain TRM SA0054 16S ribosomal RNA, partial sequence",1
"gi|2363084563|ref|NR_180530.1| Streptomyces taklimakanensis strain TRM43335 16S ribosomal RNA, partial sequence",1
"gi|1491514572|ref|NR_159181.1| Quisquiliibacterium transsilvanicum strain CGI-09 16S ribosomal RNA, partial sequence",1
"gi|631252372|ref|NR_113570.1| Veillonella tobetsuensis strain JCM 17976 16S ribosomal RNA, partial sequence",1
"gi|219878118|ref|NR_025257.1| Desulfonauticus submarinus strain 6N 16S ribosomal RNA, partial sequence",1
"gi|2962412262|ref|NR_199456.1| Geodermatophilus maliterrae strain WL48A 16S ribosomal RNA, complete sequence",1
"gi|699005368|ref|NR_126237.1| Luteimicrobium xylanilyticum strain W-15 16S ribosomal RNA, partial sequence",1
"gi|699005340|ref|NR_126209.1| Geodermatophilus amargosae strain G96 16S ribosomal RNA, partial sequence",1
"gi|1441204318|ref|NR_157733.1| Bacillus pacificus strain MCCC 1A06182 16S ribosomal RNA, partial sequence",1
"gi|1441204313|ref|NR_157728.1| Bacillus paranthracis strain MCCC 1A00395 16S ribosomal RNA, partial sequence",1
"gi|659364953|ref|NR_121761.1| Bacillus toyonensis strain BCT-7112 16S ribosomal RNA, partial sequence",1
"gi|265678641|ref|NR_028946.1| Vibrio agarivorans strain 289 16S ribosomal RNA, partial sequence",1
"gi|961555220|ref|NR_134189.1| Peristeroidobacter agariperforans strain KA5-B 16S ribosomal RNA, partial sequence",1
"gi|2363080029|ref|NR_178231.1| Steroidobacter agaridevorans strain SA29-B 16S ribosomal RNA, partial sequence",1
"gi|343199009|ref|NR_044309.1| Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",1
"gi|1491520133|ref|NR_159296.1| Aminipila butyrica strain FH042 16S ribosomal RNA, partial sequence",1
"gi|2363082643|ref|NR_179568.1| Congobacterium massiliense strain Marseille-P3295 16S ribosomal RNA, partial sequence",1
"gi|265678606|ref|NR_028911.1| Anaerovorax odorimutans strain NorPut 16S ribosomal RNA, partial sequence",1
"gi|2221405593|ref|NR_175595.1| Novosphingobium decolorationis strain 502str22 16S ribosomal RNA, partial sequence",1
"gi|2363081070|ref|NR_178778.1| Flavisolibacter carri strain TX0651 16S ribosomal RNA, partial sequence",1
"gi|343200160|ref|NR_040847.1| Cutibacterium acnes strain ATCC 6919 16S ribosomal RNA, partial sequence >gi|631251830|ref|NR_113028.1| Cutibacterium acnes strain JCM 6425 16S ribosomal RNA, partial sequence",1
"gi|1277396232|ref|NR_151943.1| Cutibacterium namnetense strain NTS 31307302 16S ribosomal RNA, partial sequence",1
"gi|1909404477|ref|NR_170532.1| Duganella alba strain FT9W 16S ribosomal RNA, partial sequence",1
"gi|343198756|ref|NR_043589.1| Peptostreptococcus stomatis strain W2278 16S ribosomal RNA, partial sequence",1
"gi|645320433|ref|NR_117641.1| Peptostreptococcus canis strain CCUG 57081 16S ribosomal RNA, partial sequence",1
"gi|343198550|ref|NR_042847.1| Peptostreptococcus anaerobius strain NCTC 11460 16S ribosomal RNA, partial sequence",1
"gi|631251884|ref|NR_113082.1| Porphyromonas catoniae ATCC 51270 strain JCM 13863 16S ribosomal RNA, partial sequence",1
"gi|1024974747|ref|NR_136788.1| Porphyromonas pasteri strain KUFDS01 16S ribosomal RNA, partial sequence",1
"gi|1277396324|ref|NR_152035.1| Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",1
"gi|636560736|ref|NR_116796.1| Chitinophaga eiseniae strain YC6729 16S ribosomal RNA, partial sequence",1
"gi|2363083759|ref|NR_180127.1| Chitinophaga silvatica strain K2CV101002-2 16S ribosomal RNA, partial sequence",1
"gi|645321321|ref|NR_118315.1| Sphingobium baderi LL03 16S ribosomal RNA, partial sequence",1
"gi|219878185|ref|NR_025324.1| Sphingomonas leidyi strain ATCC 15260 16S ribosomal RNA, partial sequence",1
"gi|631251345|ref|NR_112542.1| Sphingomonas azotifigens strain Y39 16S ribosomal RNA, partial sequence",1
"gi|1397641736|ref|NR_156845.1| Acinetobacter larvae strain BRTC-1 16S ribosomal RNA, partial sequence",1
"gi|2363085726|ref|NR_181115.1| Acinetobacter shaoyimingii strain 323-1 16S ribosomal RNA, partial sequence",1
"gi|2363081798|ref|NR_179145.1| Acinetobacter wuhouensis strain WCHA60 16S ribosomal RNA, partial sequence",1
"gi|343205669|ref|NR_044038.1| Methylorubrum salsuginis strain MR 16S ribosomal RNA, partial sequence",1
"gi|2363083575|ref|NR_180035.1| Methylobacterium currus strain MP1016A_00022 16S ribosomal RNA, complete sequence",1
"gi|2221405294|ref|NR_175461.1| Methylobacterium oryzihabitans strain TER-1 16S ribosomal RNA, partial sequence",1
"gi|2363085581|ref|NR_181043.1| Corallococcus silvisoli strain c25j21 16S ribosomal RNA, partial sequence",1
"gi|1384992355|ref|NR_156104.1| Novosphingobium guangzhouense strain SA925 16S ribosomal RNA, partial sequence",1
"gi|2363084603|ref|NR_180550.1| Pseudomonas yangonensis strain MY50 16S ribosomal RNA, partial sequence",1
"gi|636559814|ref|NR_115874.1| Pseudomonas oleovorans subsp. lubricantis strain RS1 16S ribosomal RNA, partial sequence",1
"gi|645319786|ref|NR_117152.1| Thermus filiformis strain DSM 4687 16S ribosomal RNA, partial sequence",1
"gi|343200255|ref|NR_040942.1| Lampropedia hyalina strain IAM 14890 16S ribosomal RNA, partial sequence",1
"gi|636560634|ref|NR_116694.1| Desulfonatronum thiosulfatophilum strain ASO4-2 16S ribosomal RNA, partial sequence",1
"gi|444303924|ref|NR_074347.1| Thermobaculum terrenum strain ATCC BAA-798 16S ribosomal RNA, partial sequence",1
"gi|2363082611|ref|NR_179552.1| Bacteroides congonensis strain Marseille-P3132 16S ribosomal RNA, partial sequence",1
"gi|631251733|ref|NR_112931.1| Bacteroides acidifaciens strain JCM 10556 16S ribosomal RNA, partial sequence",1
"gi|310974940|ref|NR_036804.1| Legionella rowbothamii strain LLAP6 16S ribosomal RNA gene, partial sequence",1
"gi|343201622|ref|NR_042348.1| Methylobacterium variabile strain GR3 16S ribosomal RNA, partial sequence",1
"gi|959494818|ref|NR_133697.1| Aridibacter famidurans strain A22_HD_4H 16S ribosomal RNA, partial sequence",1
"gi|1150406772|ref|NR_146026.1| Tellurimicrobium multivorans strain Ac_18_E7 16S ribosomal RNA, partial sequence",1
"gi|1150406768|ref|NR_146022.1| Stenotrophobacter roseus strain Ac_15_C4 16S ribosomal RNA, partial sequence",1
"gi|672239001|ref|NR_125590.1| Robertmurraya massiliosenegalensis strain JC6 16S ribosomal RNA, partial sequence",1
"gi|645321791|ref|NR_118675.1| [Eubacterium] siraeum strain ATCC 29066 16S ribosomal RNA, partial sequence",1
"gi|1116030290|ref|NR_144748.1| Merdimmobilis hominis strain Marseille-P2769 16S ribosomal RNA, partial sequence",1
"gi|265678727|ref|NR_029032.1| Vibrio ponticus strain 69 16S ribosomal RNA, partial sequence",1
"gi|343205601|ref|NR_043924.1| Nisaea nitritireducens strain DR41_18 16S ribosomal RNA, partial sequence",1
"gi|343205594|ref|NR_043923.1| Nisaea denitrificans DSM 18348 strain DR41_21 16S ribosomal RNA, partial sequence",1
"gi|2363082563|ref|NR_179528.1| Actinomyces bouchesdurhonensis strain Marseille-P2825 16S ribosomal RNA, partial sequence",1
"gi|1909404390|ref|NR_170444.1| Luteimonas gilva strain personal::H23T 16S ribosomal RNA, partial sequence",1
"gi|636560647|ref|NR_116707.1| Desulfosoma caldarium strain USBA-053 16S ribosomal RNA, partial sequence",1
"gi|310974902|ref|NR_036764.1| Desulfovirga adipica strain TsuA1 16S ribosomal RNA gene, partial sequence",1
"gi|219857346|ref|NR_024934.1| Hylemonella gracilis ATCC 19624 16S ribosomal RNA, partial sequence",1
"gi|2363087127|ref|NR_181819.1| Geobacter benzoatilyticus strain Jerry-YX 16S ribosomal RNA, partial sequence",1
"gi|343205617|ref|NR_043962.1| Sphingomonas sanxanigenens strain NX02 16S ribosomal RNA, partial sequence",1
"gi|1445136099|ref|NR_158139.1| Sphingomonas jeddahensis strain G39 16S ribosomal RNA, partial sequence",1
"gi|343205807|ref|NR_044236.1| Leifsonia bigeumensis strain MSL-27 16S ribosomal RNA, partial sequence",1
"gi|2180566342|ref|NR_174218.1| Agromyces humi strain ANK073 16S ribosomal RNA, partial sequence",1
"gi|2363083187|ref|NR_179842.1| Streptomyces dengpaensis strain XZHG99 16S ribosomal RNA, partial sequence",1
"gi|631253168|ref|NR_114366.1| Lactococcus formosensis strain 516 16S ribosomal RNA, partial sequence",1
"gi|645319683|ref|NR_117052.1| Bryocella elongata strain SN10 16S ribosomal RNA, partial sequence",1
"gi|2363084573|ref|NR_180535.1| Niastella caeni strain HX-16-21 16S ribosomal RNA, partial sequence",1
"gi|1116030233|ref|NR_144691.1| Actinomyces polynesiensis strain MS2 16S ribosomal RNA, partial sequence",1
"gi|2363086719|ref|NR_181616.1| Jeotgalibacillus aurantiacus strain T12 16S ribosomal RNA, partial sequence",1
"gi|343201713|ref|NR_042439.1| Lactobacillus helveticus DSM 20075 = CGMCC 1.1877 16S ribosomal RNA, partial sequence",1
"gi|645320165|ref|NR_117436.1| Ohtaekwangia kribbensis strain 10AO 16S ribosomal RNA, partial sequence",1
